,User,Date Created,Number of Likes,Source of Tweet,Tweet
420,dayoisrael,2022-12-24 19:31:14+00:00,459,Twitter for iPhone,"LAGOS! Eko Tinubu! Eko Sanwoolu! I introduce to you our Battalions in the Lagos Jagaban’s Army Brigade, who are willing and ready to deliver efficiently for @jidesanwoolu and @officialABAT in the 2023 election. https://t.co/Y2s5BFyCHh"
421,RockySalem,2022-12-24 19:29:51+00:00,0,Twitter for Android,"@UUmeobinwa @DeeOneAyekooto Are you just knowing? Ambode, the best Governor Lagos has had since 1999, why was he kicked out?
Lagos is in Tinubu's pocket for sure! Lagos has been turned into Tinubu's slavery camp since when. Imagine CAN chairman saying they went to beg Tinubu to give Sanwoolu a second term!"
422,gziiie,2022-12-24 19:26:52+00:00,42,Twitter for iPhone,"The #LagosBlueLine will be powered by electricity. Sanwoolu’s administration is soliciting for the continued cooperation of all citizens and residents to ensure these infrastructures are of great benefit to us all
#SanwoAgain 
#GreaterLagosRising https://t.co/7voxrkfivi"
423,SemiNigerian,2022-12-24 19:08:20+00:00,10,Twitter for iPhone,"Lagos State Governor, Babajide Sanwoolu’s name pronounced with a Chinese accent 😄 https://t.co/wT5EFCMGId"
424,enterpriseceo,2022-12-24 17:29:41+00:00,0,Twitter Web App,Sanwoolu Launches MIT Senseable City Research Facility in Lagos https://t.co/o1CkNmVay3 via @enterpriseceo @olawaleayilara @jidesanwoolu @followlasg
425,RealTCrown,2022-12-24 17:09:40+00:00,0,Twitter for Android,"Omo!

The light rail train recently tested by Sanwoolu is definitely given some people high BP.

I can feel it sha."
426,AmodaOgunlere,2022-12-24 17:01:54+00:00,0,Twitter for Android,@LayconPR Ambode. Governor before Sanwoolu
427,AmodaOgunlere,2022-12-24 16:30:32+00:00,0,Twitter for Android,@theairbuser These people Dey muzz me gaan. Ambode run agenda pass anything against Sanwoolu. For the fact that nobody even knew Sanwo den. Everyone thought Ambode was d best thing after fresh bread. Guess who won? Lmao 🤣 na structure be that
428,AugustThe4th,2022-12-24 16:06:37+00:00,0,Twitter for Android,"@Seyi__ That's how they wanted to compare tinubu houseboy with Wike. I told them mention just one project that SanwoOlu has done to completion this year. Till this very moment, no reply."
429,AmodaOgunlere,2022-12-24 16:06:14+00:00,0,Twitter for Android,"The kind of campaign of calumny that Ambode did against Sanwoolu, you will think that Sanwoolu will lose the election . He even said Sanwo uses drugs and was a mental patient.. Guess who won? 

Structure na your mate???

You guys are just making Tinubu popular 🤣🤣🤣🤣🤣🤣🤣"
430,ib4real3,2022-12-24 15:46:23+00:00,0,Twitter for Android,@ahmed_oris Please remove Sanwoolu from that list
431,IamtheOGee,2022-12-24 15:39:28+00:00,0,Twitter Web App,"@Ambrosia_Ijebu Th ovie dude says it will be operational in Q1 of 2023, so sanwoolu (god punish him) was just doing totori l guess"
432,AyoBalo25975015,2022-12-24 15:23:27+00:00,1,Twitter for Android,@tayoainafilms You mean they should not anything cos we deserve better? Cos sanwoolu build railway and you are complaining because you deserve better shey make he no build am ni 🙄
433,DejiOluwatobi,2022-12-24 15:01:07+00:00,24,Twitter for Android,"Even in Lagos that he claims to build, religious heterogeneity is highly considered in the Guber set up there. Sanwoolu is a Christian while Hamzat is a Muslim. When he was the Gov of the State, his deputy, Kofo Bucknor was a Christian while he was an acclaimed Muslim."
434,dvberechi,2022-12-24 14:35:46+00:00,4,Twitter for Android,just another Tuesday evening in Sanwoolu's city
435,Sir_Nuyon23,2022-12-24 14:18:59+00:00,0,Twitter for Android,@realsultanoa @GoziconC @heyzed1988 Imagine Joe Biden telling Nigerians to go back to their country that is how daft we are in this country what has got to do with Sanwoolu telling fellow Nigerians to go back to their state like i don't understand 😕
436,RealVrengkat,2022-12-24 14:05:41+00:00,0,IFTTT,Adeyinka Alaseyori “Gbe Body” With Governor Sanwoolu At End Of Year Concert – Celebrities https://t.co/rteWY6oGES
437,lengceley,2022-12-24 13:42:03+00:00,0,Twitter for Android,@smoothybaby_ @ChukwudiOnyenw1 @DeeOneAyekooto Continuity that jumped ambode and fashola come land for sanwoolu 😅😅.. he couldn't do anything with the money Lagos generated during his tenure and hiding under the umbrella of his successors... That's a very shameful thing to do 😅
438,timomayor2,2022-12-24 13:07:31+00:00,0,Twitter for Android,"@Seyi__ I said it the day they started singing the praise jide Sanwoolu. I said the project is not yet completed, I tot APC folks will attack me as usual, but they didn't because they all saw what I saw..."
439,Aladay7,2022-12-24 12:39:36+00:00,0,Twitter for Android,"@superbles4 @okoduwa_charles @Yemi__Ajayi @MrAfobaje Sanwoolu himself just talked about the plan, he was part of the team that Drew up the transport plan with the funding plan, the reasons it was easy for him to complete the Rail line. It was available in 2007 when Fashola was running but don't know where it is now."
440,TheLochious,2022-12-24 12:37:20+00:00,0,Twitter for iPhone,"@ogaVirus Omo, you be ode! I swear. There house isn’t in just anyhow neighborhood. Lol 😂 their house is in a estate, so im thinking how the governor can decide to revoke rights of occupancy on an estate. Don’t worry, PSquare can visit SanwoOlu anytime but you, i doubt. 😂"
441,r_alhajaDoyin,2022-12-24 12:27:00+00:00,3,Twitter for Android,"EKO FOR SHOW,  Sanwoolu gomina mekunnu lekansi https://t.co/Sp097AYzH9"
442,itsdshow,2022-12-24 12:11:43+00:00,1,Twitter for iPhone,If your people are planning to sell Gala and Lacasera with Plantain chips and Cold water inside This New Sanwoolu Train you better have a change of mind because it won’t happen….
443,PappyGrande_,2022-12-24 12:07:10+00:00,0,Twitter for Android,"@babaj1de @Richie_Ruff @Ezxmuoh Lagos na still part of my country. Even from Ebonyi here, some of my spending ends up going to Lagos based bank HQ location. That aside, it's one thing to criticise Sanwoolu, another to attack Lagosians and their culture when yours is way worse."
444,septembre299,2022-12-24 12:03:30+00:00,0,Twitter Web App,"@Ajaguna1 @ShutterOddity @von_Bismack Fashola handed over to this guy and he dropped the ball...

Thank God APC kicked the maga out, he didn't deserve a second term.

I mean just see what sanwoolu and Fashola did"
445,RealTCrown,2022-12-24 11:58:08+00:00,0,Twitter for Android,"The way Jandor and GRV are both attacking the Blue Light Rail project recently tested for commissioning by Sanwoolu, you will know that there unambition governorship ambition is over before it even began.
BOS should commission the project 2 weeks before his reelection."
446,tajudine2013gm2,2022-12-24 11:57:17+00:00,4,Twitter for Android,"@von_Bismack Don't mind that Sanwoolu, he was still employing the enemies to Lagos state civil service when their own people are jobless. 🗣️"
447,LawsonOmotayo,2022-12-24 11:50:58+00:00,0,Twitter for Android,@yabaleftonline I'm not surprised. Na yaba left I dey read am . Na the same person dey supply you and sanwoolu drugs. E ti ya weré
448,SeniorKelz,2022-12-24 11:24:35+00:00,0,Twitter for Android,@Zahrahmusa Celebrate sanwoolu and leave tinubu out of it
449,TheManAcalypha,2022-12-24 11:05:48+00:00,0,Twitter for Android,"@oluwavieraa Anything less than 70% na fuck up..

Sanwoolu go get 85% of vote.... E go choke"
450,nairaland,2022-12-24 10:58:36+00:00,3,dlvr.it,"Adeyinka Alaseyori ""Gbe Body"" With Governor Sanwo-Olu At End Of Year Concert: Gospel singer, Adeyinka Alaseyori in a ""Gbe body"" dance challenge with Governor Sanwoolu at the Lagos State end of year party.

https://t.co/ct9bn7ICWo https://t.co/EtGT4aHjqd https://t.co/cZNHVujVcg"
451,meolayinka,2022-12-24 10:56:17+00:00,2,Twitter for Android,"@akinwale_cfi @PenielAgro and our Amiable Commissioner of Agriculture Abisola Olusanya. Thank you for all you do.
SANWOOLU 4 LAGOS ONCE AGAIN"
452,JamesJizum_,2022-12-24 10:56:12+00:00,0,Twitter for Android,@Yemi__Ajayi Sanwoolu will say such nonsense because he doesn't want to be removed from office. Una shame dey smell godfatherism is what will finish you all. Shameless lots
453,meolayinka,2022-12-24 10:55:43+00:00,3,Twitter for Android,"@akinwale_cfi @PenielAgro Glad to have met and took a picture with you at BOSYOPS gathering on Monday and having you around during our training was great. Thanks for being an inspiration Sir. LAP 16 loves you.

All gratitude and appreciation to our Youthful Governor Babajide Olusola Sanwoolu"
454,Clxirey_,2022-12-24 10:41:13+00:00,0,Twitter for iPhone,This Sanwoolu’s London is not a real place.
455,OlaaGod,2022-12-24 10:29:16+00:00,12,Twitter for Android,"@stephen_ojeme @DeeOneAyekooto Nothing is worse than a man who does not know, and does not know that he knows nothing! 
That is your problem and it is a fatal one. 
Fashola was Tinubu's COS. Ambode was Accountant General. SanwoOlu was Special Adviser, later Commissioner. It is by design. Not entitlement!"
456,AlwaysJayjam,2022-12-24 10:26:47+00:00,88,Twitter for Android,"Asiwaju Bola Ahmed Tinubu FAILED when he envisioned the Light rail project.

Tinubu's successor Fashola took the  FAILURE to next level when he carried on with the rail projects.

Super FAILURE Gov SanwoOlu perfected the FAILURE by completing the rail Projects.

I LOVE FAILURES! https://t.co/7i7pG1Vpnd"
457,tundeph,2022-12-24 10:20:14+00:00,3,Twitter Web App,@ph_builder @OgbeniDipo The same way ur governor came to lagos to acknowledge Sanwoolu's effort and urge ppl to vote for him against his party. Ur governor abandoned the good rail project done by his predecessor bcos of bad politics and u are here bad mouthing one.
458,ph_builder,2022-12-24 10:05:38+00:00,1,Twitter for Android,"@tundeph @OgbeniDipo I'm a Nigerian Citizen. My current Governor is Nyesom Wike.
Well if it's projects you're concerned about, your President gave him a special recognition award for the projects he has done while in office. Even Sanwoolu came to commission one.
Slave!!!
Answer my question too."
459,Sakkanel,2022-12-24 10:02:22+00:00,0,Twitter Web App,"@kayodebakre8 Yea... he already flirts with SanwoOlu,Oshiomole,Bello.

He will work for APC while being a PDP man, similar to Nnamani.

Atiku is fvcked."
460,Jideadeyemoh,2022-12-24 09:52:18+00:00,1,Twitter for Android,"@kwerejoe @DeeOneAyekooto Lol. No. U are the one who claim Tinubu Controls Lag. U claim he is the godfather. He imposed governors. If Sanwoolu, Ambode and Fashola are performers imposed by Tinubu then credit Tinubu for good succession planning. But bitterness will not let u tell the truth 😂"
461,Sotayoseun,2022-12-24 09:51:38+00:00,1,Twitter for Android,@FS_Yusuf_ The environmental issue in lagos is bad. Every is now a refuse dump. I'm sure London looks like that in Sanwoolu's dictionary
462,tundeph,2022-12-24 09:34:39+00:00,0,Twitter for Android,@ph_builder @OgbeniDipo Did u read Sanwoolu's tweet at all?
463,Tunde15351653,2022-12-24 09:16:58+00:00,4,Twitter for Android,"@MobilePunch You resemble am well well. Please, I need to ask, Which of the Sanwoolus do you resemble? is it the Sanwoolu we all know or the one you're talking about?"
464,ph_builder,2022-12-24 09:16:06+00:00,11,Twitter for Android,"@OgbeniDipo Dipo says we shouldn't play politics with everything?🤣🤣🤣 
Even this your tweet and the ones you choose to respond to is political. This is the season of Politics and Sanwoolu rushing to showcase a project that's less than 20% complete proves the point.
Enjoy your fence view."
465,Olusola70406607,2022-12-24 08:53:10+00:00,0,Twitter for iPad,@lcnel04 @Topsyken @AfolabiBB @officialABAT @AjidBabakura @AsiwajuOladimej @KemPatriot @KBanky1 @lagospedia @_Abenyy @SalmanDuke @scarfizal @TheAbisolaa But those who have manage Lagos from Fashola to the present governor think otherwise. Sanwoolu tell the whole world That the Blue rail is Tinubu idea.
466,Sakkanel,2022-12-24 08:43:12+00:00,0,Twitter Web App,"@DrOkaforEmmanu1 Have you been in a coma for the past 5months?

You havent been seeing SanwoOlu,Fashola,Alake,ElRufai, even Nnamani"
467,Sakkanel,2022-12-24 08:39:54+00:00,0,Twitter Web App,"@tayoainafilms The thing is most governments in Nigeria dont even  do anything worth talking about.

A typical example is Peter Obi that didnt do shit in Anambra for 8years but his brainwashed supporters keep shouting ""go and verify"".

Hence;the likes of Akpabio,SanwoOlu etc deserve kudos."
468,yinkus772003,2022-12-24 08:16:04+00:00,11,Twitter for Android,"@jeffphilips1 I've ridden in several metros and trains in other parts of the world, but I'm still thrilled about this Sanwoolu metro🚇, I intend taking a ride. It's those who have never seen one that are the most haters 😂😂😂"
469,TherealOriyomi,2022-12-24 08:04:36+00:00,0,Twitter for Android,"@dojazsportshub @GovernorObaseki People like you applaud bad government bcos of your political affiliation with them, If Sanwoolu should be visiting hotels commissioning in Lagos do you think he would have time to focus on good governance like he is doing..."
470,SoTectonic,2022-12-24 08:00:02+00:00,0,Twitter for Android,"6. Nigerian professional footballer Asisat Oshoala received a Pichichi Award for the 2021-22 Spain Primera Division Womens League Top Scorer with 20 goals.

7. Lagos State Governor Babajide Sanwoolu has reportedly officially launched the Blue Line Rail Phase 1 Marina to Mile 2"
471,docronky,2022-12-24 07:39:59+00:00,0,Twitter for iPhone,"@yinkus772003 @ruffydfire …, and if he takes Sanwoolu train he dare not violate the rail road rules and regulations🤣"
472,afolagbenga,2022-12-24 07:35:58+00:00,4,Twitter for Android,@jagabanolu I need Sanwoolu to re design the red line track to pass through that mansion so he can revoke his C of O on ground of public good.
473,PasqualStan,2022-12-24 07:18:51+00:00,4,Twitter for Android,@Elkrosmediahub Sanwoolu is APC shaa. Just pointing it out.
474,itsdshow,2022-12-24 07:11:24+00:00,0,Twitter for iPhone,@wilfriedzaha No be Tayo AYINDE Buffalo be this?? Chief of Staff to Governor Sanwoolu Mr Sellable???
475,FraudXposeNG,2022-12-24 07:06:53+00:00,2,TweetDeck,"Enjoy the rest of the holiday and stay safe

#Opay #ZenithBank #Daura #Sabinus #ThankGod #Lagos #MrMoney #Sanwoolu #Skaleskonibaje #globalfraudForensic #ObiDattiInBayelsa #Megan # https://t.co/4TrFvuQ4aF"
476,SemperRolo,2022-12-24 06:53:34+00:00,0,Twitter Web App,@Tukkomoney @instablog9ja Make i go beat Sanwoolu?
477,hayzedofficial,2022-12-24 06:48:13+00:00,1,Twitter for Android,"@cheekhar04 @Mr_JAGs So, Sanwoolu was the governor in 2016? Do you know one thing about you IPOB pigs, you'll never see any good thing about Lagos but your Potopoto IPOB cursed region lack basic amenities."
478,jagabanolu,2022-12-24 06:37:01+00:00,31,Twitter for Android,"@ruffydfire I have warned you to stop this history lesson. We are really concerned for your mental health! Is everything okay? Jide SanwoOlu commissioned Blue metro line, you started remembering the British who exploited Africa and stole our resources, if you miss them, move to London ogbeni https://t.co/kO1EfLK8ek"
479,benujoseph,2022-12-24 06:33:15+00:00,3,Twitter for Android,"@MobilePunch Where's the resemblance? Anyway, Sanwoolu, you need to sanwo eleyi o"
480,trafficbutter,2022-12-24 06:17:59+00:00,42,Twitter for Android,"""Lagos is now like London under my watch."" - Gov Sanwoolu

DO YOU AGREE.

Let's hear from you in the comments. https://t.co/ZbC6k5qt8b"
481,AdenijiSheriff2,2022-12-24 06:16:28+00:00,0,Twitter for Android,@cheekhar04 @Mr_JAGs This is 2016. Didn't Sanwoolu come into power in 2016??
482,EmmaUwanaka,2022-12-24 06:15:14+00:00,0,Twitter for Android,"@THISDAYLIVE Why are these cameras installed only at  Traffic lights?

Sanwoolu is not fit to be a governor. Sadly Ambode lost his chance to return as Governor.

Well na una Lagos."
483,idealsocietyng,2022-12-24 04:04:23+00:00,0,Twitter for iPhone,@Dstevhine @Nkemchor_ Tinubu buy Datti with money? Do you think everyone is Sanwoolu?
484,OlufemiOlaoseb3,2022-12-23 22:51:04+00:00,0,Twitter for iPhone,"@Nizzy_dee @GRVlagos @GRVlagos2023 Tinubu is not an ORIGINal Lagosian, Fashola same, Ambode is not from Lagos and Sanwoolu’s case is similar.  Let’s stop this “it cannot happen in the east” thing. If you’re truly obidient shun the old ways of ethnic profiling."
485,WizkidtheLegend,2022-12-23 22:27:13+00:00,225,Twitter for Android,"The real Governor of Lagos is back!!! ❤️🐐🙌
 Sanwoolu was found shaking 😏😏"
486,FrinceAmos,2022-12-23 22:21:52+00:00,0,Twitter for Android,"@wizkidayo Lagos is now London (Sanwoolu, 2022)"
487,UgopeterUche,2022-12-23 22:13:31+00:00,0,Twitter for Android,@Naija_PR Was Ambode right afterall about SanwoOlu and his file in that hospital?
488,beejoyash,2022-12-23 21:56:58+00:00,2,Twitter for iPhone,"@Mr_JAGs No result, and people think such man can perform Nah that’s a lie he can’t get anywhere. Man like Jide Sanwoolu Mr talk and do."
489,TheWaywardTimmy,2022-12-23 21:49:10+00:00,0,Twitter for Android,Big bad Wiz. Sanwoolu is no longer number 1 in Lagos.
490,oaderibigbe68,2022-12-23 21:31:45+00:00,1,Twitter for Android,@_dinomelaye Thief want to investigate police man. You that made money by stealing want to question Sanwoolu....
491,BatProjects23,2022-12-23 21:10:19+00:00,47,Twitter for Android,"Everybody dey campaign jejely with I will do this, I will do that...
E reach Tinubu turn...Na long list of track records of excellent governance wt receipts of capacity tenacity &amp; Sagacity Baba dey show us.
Sanwoolu don emulate Tinubu, na so-so project commissioning here &amp; there https://t.co/8elXTxCOhJ"
492,Bull0fjohn,2022-12-23 21:05:17+00:00,0,Twitter for iPhone,"@hundercoverr @shawnokuyemi @afrisagacity That was done by SARS. Shey una no get sense ni or Wetin? 

The governor initiated investigation and sent a report to the police. What’s he suppose to do? 

Or when sars was killing people in Lagos. Did we put the blame on fashola or ambode or sanwoolu? 

Use your brain nau"
493,Ndmyty,2022-12-23 20:40:22+00:00,5,Twitter for Android,@sirhamuel2 @iamjuliusjay @jidesanwoolu Their PO no even do reach this one yet they hype him like say he don do quarter of wetin Sanwoolu dey do; people that are not ok
494,Xaxes9,2022-12-23 20:38:28+00:00,0,Twitter for Android,"@jidesanwoolu Great job!
This is really commendable regardless of anyone's political affiliation. Well done, Sanwoolu and well done to the Lagos state government!👏👏"
495,xdatruthx,2022-12-23 20:24:52+00:00,3,Twitter for Android,@MeccaUS @Seyi__ Sanwoolu ti san l'ori
496,jelniyi2013,2022-12-23 20:15:52+00:00,0,Twitter for Android,@BryteDude Ruffy said the train was paid for by Lord Lugard. Sanwoolu only received the consignment.
497,SamuelEgube,2022-12-23 19:29:43+00:00,6,Twitter for iPhone,"No child should be denied access to education in the State and Gov. SanwoOlu’s administration has made education free up to the Senior Secondary School level.

@jidesanwoolu 

#lagos #education #childeducation"
498,_EtniesJags,2022-12-23 17:49:13+00:00,2,Twitter for iPhone,Sanwoolu dey try ngl. This project started almost 15 years ago under fashola… and he completed it in his first tenure
499,Emmaosas11,2022-12-23 17:40:54+00:00,0,Twitter for iPhone,@adeyanjudeji @jidesanwoolu Everybody is praising sanwoolu for a project he didn’t intaite
500,lengceley,2022-12-23 17:17:45+00:00,4,Twitter for Android,"@Hammdriller Priorities of tinubu were basically laundering money, enhancing thugery and godfatherism and corruption!! That's why he couldn't do half of what sanwoolu is doing in Lagos right now with the undending resources they have"
501,SherifSaka2,2022-12-23 16:49:18+00:00,0,Twitter for Android,May Allah bless Sanwoolu
502,feyifrank,2022-12-23 16:48:14+00:00,2,Twitter for Android,"@APCchairman We thought we've seen it all wit Fashola then comes Ambode who wowed everyone. Now this is Babajide Sanwoolu blowing our mind. When his colleagues are already in campaign mode, Baba is busy commissioning projects. How ASHIWAJU discovers this people needs to be studied in school."
503,Aladay7,2022-12-23 16:22:07+00:00,0,Twitter for Android,@superbles4 @okoduwa_charles @Yemi__Ajayi @MrAfobaje Unfortunately I don't have the link but there is a new one which Sanwoolu just launched for the next 25 years.
504,boodabmc,2022-12-23 15:18:26+00:00,0,Twitter for Android,@UnclesamTBN @OgbeniDipo Like He sanwoOlu is using is personal money! You type many thing for someone who said he's a writer and not make much sense...
505,iamcece17,2022-12-23 15:09:31+00:00,2,Twitter for iPhone,"Sanwoolu came to my area (Ishefun Ayobo) today to commission a road Ambode constructed
See as police and Lastma full everywhere without paying kind to motorcyclists.. Awww Lagos is moving😂😂😂"
506,theoloriherself,2022-12-23 15:06:45+00:00,2,Twitter for iPhone,"FLASH: Governor Sanwoolu commissions the Ishefun-Camp Davies - Ijon - Liasu Ojo - Ijo Road Network - with Jetty and Isuti road in Alimosho LG
#SanwoAgain https://t.co/FucfJyjqSA"
507,Aladay7,2022-12-23 14:36:34+00:00,0,Twitter for Android,"@superbles4 @okoduwa_charles @Yemi__Ajayi @MrAfobaje His plan was 25 years master plan but due to the PDP years in Abuja, right of way prevented me project from having a headway. Sanwoolu was in the team that developed the transport master plan is why it is easy for him to deliver on it."
508,oluyinka01,2022-12-23 14:26:33+00:00,1,Twitter for Android,This APC van and their tugs almost knocked me down today in Ajao Estate while coming on one way. Is this how Tinubu and Sanwoolu want to rule us? https://t.co/PlX9KzI9LJ
509,AnthonyReoa,2022-12-23 14:22:50+00:00,1,Twitter for Android,"2023 PRESIDENTIAL ELECTION
He is far better than any of them. Fashola, Ambode and Sanwoolu have just confirmed that they were executing the vision of Asiwaju Tinubu as designed in 1999. Let us vote for Asiwaju Tinubu to help us turn Nigeria around as he did in Lagos State."
510,oyadnimi,2022-12-23 14:05:15+00:00,1,Twitter for Android,"@ahmed_oris I think
1. El-Rufai
2. Sanwoolu
3. Umahi
4. Wike
5. Zulum"
511,churchITweet,2022-12-23 13:48:07+00:00,0,Twitter for iPhone,"@onome5677 @PoojaMedia @jidesanwoolu Obi 4 President ❤️
Sanwoolu 4 Lagos state Governor ❤️
Simple as that"
512,yinkus772003,2022-12-23 13:40:13+00:00,44,Twitter for Android,I need to take a tourist trip from Marina to National Theatre on Sanwoolu metro 🚇. Seems part of the railways is across water. I need to see Lagos from that higher altitude
513,leoteejay92,2022-12-23 13:38:35+00:00,1,Twitter for Android,"In Lagos now, You can't see 10 people without seeing 1 Person either wearing a Cap or Vest of #APC, #Tinubu or #SanwoOlu
You can even use Posters of Tinubu or Sanwo Olu to describe a Location, Posters everywhere..."
514,yinkus772003,2022-12-23 13:37:13+00:00,50,Twitter for Android,"@ruffydfire Stop yarning!. Be prepared to pay N400. Subsidy is going out the window 🪟! If you can't afford, take Sanwoolu train😂😂😂"
515,PoojaMedia,2022-12-23 13:33:47+00:00,531,Twitter for Android,"Gov. SanwoOlu commissioning projects back to back. 

What a way to end the year plus a few days to elections. 

Using a stone to kil! 2 birds. 👌"
516,Bossman06724852,2022-12-23 13:06:38+00:00,0,Twitter for iPhone,@DanielRegha Did Buhari and Sanwoolu suspend gov’t after lekki massacre? Oniranu ni e
517,lanreadetona,2022-12-23 12:37:14+00:00,23,Twitter for Android,Sanwoolu is here to commission a road that has not even being completed and he'll stand on that same road and give a stupid speech and people will clap and sing for him 🤦🏽‍♂️
518,obeitohonipe,2022-12-23 12:29:54+00:00,27,Twitter for Android,"“The Success of the Light rail project was a sole Idea of our flag bearer Asiwaju Bola Ahmed Tinubu”

- Gov. Babajide Sanwoolu"
519,AnthonyReoa,2022-12-23 12:10:51+00:00,0,Twitter for Android,The ignorant ObiDients should read what the actualizer of the Blue and Red Lines - Fashola and Sanwoolu - said concerning the vision of Asiwaju Bola Tinubu for Lagos since 1999.
520,daughterofzahra,2022-12-23 11:44:18+00:00,0,Twitter for iPhone,Wetin Sanwoolu dey do for my area today bayi?
521,Tweetexecutive,2022-12-23 11:31:12+00:00,0,Twitter for iPhone,@GRVlagos Hmmm sanwoolu and thiefnubu
522,Adebaritunde2,2022-12-23 11:25:28+00:00,7,Twitter for Android,"On behalf of Obidients living in Lagos, we apologize to governor Sanwoolu and we agreed that Peter Obi doesn’t worth a commissioner in Lagos talkless of becoming a whole president of Naija ~ Psquare https://t.co/AiP3JLkeOB"
523,CapitalFEMII,2022-12-23 10:56:23+00:00,0,Twitter for Android,SanwoOlu is on his way to Ikotun and the place is already on locked down. Traffic from there to Iyana Ipaja and environs will be on steroids today.
524,abeywest,2022-12-23 10:50:22+00:00,0,Twitter for Android,@SamuelEgube @jidesanwoolu @followlasg God bless Sanwoolu and his team
525,TaiwoOluwashey2,2022-12-23 10:09:49+00:00,2,Twitter for Android,"Lagos is working under the leadership of our able Governor Babajide Sanwoolu...the commencement of light rail. mile 2, iganmu, orile axis to - Marina https://t.co/V2nSjjZD3k"
526,eriolajide1,2022-12-23 09:52:50+00:00,0,Twitter for Android,"@FemiOlatomide @_Jaotech @naTiveheroes @Daryor10 @Marvy_olu You're a clown if you think sanwoolu abandoned Lagos for weeks.

Arindin"
527,oonabanjo007,2022-12-23 09:46:08+00:00,0,Twitter for Android,"TODAY, GOV. SANWOOLU COMMISSIONING ISHUTI ISRFUN ROAD WITH JETTY. https://t.co/bYotE8b4Ey"
528,OlanrewajuRaji7,2022-12-23 09:45:54+00:00,0,Twitter for Android,"@Okonoboh007 @Qdpaper2 Amen o. Like Fashola, Sanwoolu, Oshinbajo, etc"
529,Barmedahley,2022-12-23 09:42:39+00:00,0,Twitter for Android,"INEC shouldn't waste resources on the re-election of Governor Babajide SanwoOlu and Prof Babagana Zulum honestly, just issue them their certificate of return to office.

Both guys will win their re-election(s) before 1pm."
530,henrysonadu,2022-12-23 09:40:50+00:00,1,Twitter for Android,"@LsholaSodiq @fkeyamo So it's Tinubu that build it not sanwoolu, shame"
531,Bario_O,2022-12-23 09:40:15+00:00,0,Twitter for Android,@ArtAssemblies This is very important especially now with Sanwoolu cameras wey dey pick expired plates
532,IAM_ALAMS,2022-12-23 09:09:57+00:00,0,Twitter for Android,"@Mr_JAGs I heard that it was Governor Ikpeazu that wanted to build this thing, before jide sanwoolu  stole the idea..
People sef"
533,asunkybobo,2022-12-23 09:09:10+00:00,12,Twitter for Android,"Congratulations Lagosians
Congratulations Nigerians
Congratulations Babajide Sanwoolu
Congratulations Asiwaju Bola Tinubu
Lagos deserves more and we will surely get more with Sanwó-olú - Hamsat reelection. https://t.co/WDDCljjn8z"
534,Remmymoses,2022-12-23 09:01:51+00:00,0,Twitter for Android,"@neonate27 @Eljefe_Ng @TonamiPlayman @cchukudebelu For 2023 elections, in order to boost Tinúbú &amp; Sanwóolu's chances of winning. #NigeriaDecides2023"
535,Prideoflife2018,2022-12-23 08:23:38+00:00,0,Twitter for Android,"I think there's a dearth of proper reasoning in this country, and it is evident in tweets like this.

Firstly, how can you compare Sanwoolu and Makinde achievements without considering what both men met in place?

You guys need to think things through."
536,OgidiOgidiolu2,2022-12-23 08:21:15+00:00,9,Twitter for Android,"Sanwoolu explains the history of the Rail Line Project he completed yesterday with a Flashback video of Asiwaju as Governor back then who birthed the idea. Foresight,a powerful tool in legendary leadership. What built Dubai was foresight. Tinubu have that tool,Nigeria needs him . https://t.co/KRzAWSxmGo"
537,monica_mati,2022-12-23 08:17:20+00:00,0,Twitter for Android,"@Nurudee38611704 @IkengaImo You definitely need help but don't worry because help is on the way. For humanity's sake, I am more than happy to contribute funds for you so that you'll be the first to be admitted into that psychiatric hospital Sanwoolu is building for all of you Agbado FC in Lagos."
538,Aladay7,2022-12-23 08:13:10+00:00,0,Twitter for Android,@badmus_demola @GRVlagos The Red line started last year and is also about to be completed too. Sanwoolu is doing that in record time.
539,josh__tntl,2022-12-23 08:10:52+00:00,0,Twitter for Android,"@ensurewords @Ramsak123 @GRVlagos Sanwoolu is already 10 miles ahead and already showing his workings. 

Why will a man with no previous capabilities handle Lagos? Dead this your talk.
Why are we against the likes of Sowore running fr president? No background!"
540,1776_yori,2022-12-23 08:02:39+00:00,1,Twitter for Android,"@badmusadewale1 @Emekagopara @GRVlagos People wey dey craze,anyone who critiques should at least tell us they won't borrow money to build it or say they will deliver the rail in 2yrs which is what Sanwoolu has done,then we will take them seriously. Any other info is rubbish talk."
541,yinkus772003,2022-12-23 07:59:14+00:00,10,Twitter for Android,@ennyola0015 I don't even think Sanwoolu is ready for the explosion 💥 of usage on the trains. He needs to start ordering more coaches now
542,josh__tntl,2022-12-23 07:35:36+00:00,0,Twitter for Android,"@ensurewords @Ramsak123 @GRVlagos LoL,you appreciate? 😂
You actually bitter and it reeks.
GRV? Is this the angle you going to? 😂
LoL* untill a smart candidate comes along,APC is a main stay and Again, Sanwoolu is the only brilliant mind contesting in this election"
543,uche_dikena,2022-12-23 07:35:21+00:00,0,Twitter for Android,"@Elkrosmediahub Are you not the one endorsing this failure by throwing your weight behind sanwoolu 2nd term bid? Is sanwoolu from YPP? 

Abeg stand one place."
